user_shop_id,buying_time,user_name,name,location,following_count,portrait,user_create_time
17253302,1637063463,istanaymyna,istanaymyna,KAB. SUKABUMI,1924,7bdbf3a6012d171f75286efb4d89789f,1488239750
30761143,1637160889,diankhrisnaa,diankhrisnaa,KAB. BADUNG,32,e417f07ecfcf2c7e7b66973018d86d88,1502695227
212103546,1637930542,rianarazzhr07,rianarazzhr07,KOTA JAKARTA PUSAT,68,f981cf1991ee8f25cc7f1412f6bcacba,1576744239
284765931,1637668837,uputsari30,zmk_dae0uh,KAB. BANGKA SELATAN,1510,0c776bd93a6eb1286310545bb4e5d743,1594641432
112215949,1637978062,desilestarijiuha,desilestarijiuha,KOTA SINGKAWANG,48,315f6831a7feeb1ad27e0eeeb5d62cd0,1544350178
12924566,1637318657,rian0910,Rian0910,KOTA BANJARMASIN,146,9ccabfff349144311df3315562bee84c,1480200695
417624720,1638065567,blackhealthy666,rw3qh4kuqd,KAB. TANGERANG,11,,1617634308
134395872,1637303794,afritika21,afritika21,KOTA PADANG,12,,1552990650
48075561,1637243702,meigaputria,meigaputria,KOTA JAKARTA SELATAN,2,,1513232523
127299564,1638000940,fatmawahab46,fatmawahab46,KOTA JAKARTA PUSAT,86,c6ee15063402fef9f2b4032e84583b87,1550496741
39310257,1637770430,desimarlina16.dm,desimarlina16.dm,KAB. BANJARNEGARA,499,0b63179bb8d5e0cab5cd60b9d0dd4ae6,1508333802
462318867,1637836714,dzakiialfarizki,7ayfgrppe8,KAB. BOGOR,68,,1623162927
477778594,1637999141,nurfitrifadillah12,nurfitrifadillah12,KAB. LABUHAN BATU,37,84b2dc76c6a0555e9a7875db3e404f1b,1624984099
44536938,1637735364,elyutary,elyutary,KAB. KUTAI BARAT,52,632fb3f3a325a5d07bece86e85e81ec8,1511337007
143561686,1638065735,devianestasiaputri30_,devianestasiaputri30_,KAB. TANGERANG,44,2b96d09887d338f6a9c2d1201f134bd0,1556611128
204381583,1637920101,quincyshop70,Quincyshop70,KOTA TANGERANG,53,15d1315316967b6c8be0ca4b7f72c3ba,1575079977
96571400,1636465946,cheppylesmana,cheppylesmana,KOTA JAKARTA TIMUR,111,0f566cacb7c66411b02d1f7dda34bf9f,1539603041
288228083,1637809020,mutyajunita,mutyajunita,KAB. PASAMAN,3,0175ade9158a986fd063cff7b735d501,1595480520
12831662,1637325220,nur_sururama,Nur_Sururama,KOTA MANADO,49,77a4e9681c5c3905031b6b6da5f2d28b,1480027338
6969083,1637932046,dyah_83,dyah_83,KOTA SURABAYA,321,05f45bfe876cf36739826ac9c09db29f,1466216682
585610948,1637283809,grosircelana.ku,grosir celana ku,KAB. BANJARNEGARA,1,0c8c214ae145a8da82d47f3d491aeb7b,1636434545
412229068,1637235495,wirawiiraya,ylsekyudug,KOTA PEKANBARU,4,,1616933329
289370035,1637667465,gracia.siswoyo,gracia.siswoyo,KOTA TANGERANG,52,cb50e4a76f93a17cbaa9790381276e5d,1595761833
367951202,1637648906,bethanyasphtr,bethanyasphtr,KOTA MEDAN,13,c0ea106d93aa58c4c5def5f0f44a9e4b,1609775136
300546237,1637718284,anitarhmny16,rlnv573j4y,KAB. LOMBOK TIMUR,60,65d9554db03e092a45d26b05b2c946d3,1598254772
205567870,1637166396,wildan_arn297,wildan_arn297,KOTA DEPOK,23,e1028da97091e91938114e55b594e4af,1575379002
110358605,1637224590,hendrish_,77hendri,KOTA JAKARTA PUSAT,215,e47a768599b09a68ca95badb6d5d385e,1543746569
8211437,1637661757,raniakhs,Raniakhs,KAB. KARAWANG,138,dd82400a60b490c874601334c07916c1,1469414593
91912392,1637818007,talittashopermaniac,TalittaShoperManiac,KAB. CIANJUR,10,3bf534b9808aa62c250af46db5985f21,1537541152
22719067,1637388977,lennyhalim888,lennyhalim888,KOTA BANDAR LAMPUNG,34,,1495073992
33969422,1637925926,yoklie95,yoklie95,KAB. BANDUNG,115,f17c1a5984db3c0abe86684b75be8197,1504879020
40520467,1638004051,ratnawatihandani,ratnawatihandani,KOTA CIMAHI,88,86d0b0a428e513e2500d1dd018add365,1509102201
17340315,1637221357,muhammadnureffendi,muhammadnureffendi,KOTA PALANGKA RAYA,135,a8d46352ec2f3884da6f2a697e817933,1488369536
223148244,1637982745,aprailss,raraaishaa,KOTA BOGOR,3,6bfc372a777727ba1e95defb6579c25c,1580297064
16809435,1637822217,fikrianurhadytama97,fikrianurhadytama97,KOTA MALANG,211,cc7875742d732d9dc01bfae5bed8d5c1,1487471192
132624194,1637915534,ayudiasss,ayudiasss,KOTA JAKARTA SELATAN,61,80543b5c728a688d39a2da7dbc247872,1552282913
83376503,1637999321,arc.maket,ARC MAKET,KOTA SURABAYA,11,6693ca53bbd9f8c45b03f57d47d26252,1533695586
222491897,1637635683,sabilapinka.,sabilapinka.,KOTA TANGERANG,200,,1580067490
289717997,1637753448,hoonayhs_,kinanti_putri,KAB. BANDUNG,31,29a8fc24c7493e4f4128db1f2b83a0e0,1595846781
121357945,1638084276,isnainie1910,isnainie1910,KOTA TANGERANG SELATAN,76,5bf59e6f56bf9c5683547afe5afe6acb,1547873801
11949242,1637139100,bellanera696,buybybella,KOTA JAKARTA SELATAN,255,1bf8bd2cac97f05949f436f0e221729d,1478343026
54756974,1637731190,syafitri3,syafitri3,KOTA CIMAHI,2,5696bbee222f2fd817bb930d4361afd2,1517384605
48621761,1637544332,dinimp14,moon_light,KOTA SURABAYA,83,6766dac98f6c266fea9d8b5d77493355,1513552921
47612650,1637474472,ambar695,ambar695,KAB. BEKASI,131,0553a3679f5b2e0604f45083dd81774f,1513055358
482501710,1637562830,efrain.9,efrain.9,KAB. LUWU,15,062327fabb5a800b960245ec7fad10ec,1625571928
25191092,1637912780,nabilladwirahayu,bilzz.store,KAB. BEKASI,132,b767add621054e4bddc3e5a41741ea15,1497229207
97477297,1637401342,silvivirgianti,seeour.officially,KOTA JAKARTA BARAT,150,4a9bc60ba38b8dea936a14dc358b82f3,1540003741
25373040,1637920916,santiandayani,santiandayani,KOTA MATARAM,75,342ef57996a4cf0c46e9f8334a88ef7d,1497354101
160881545,1638058291,elya20_.,Elya20_.,KAB. INDRAMAYU,20,46d9e78cd4f2ead6d4da5c22d3202ec6,1562471589
49886380,1637946179,khalilunawidy,khalilunawidy,KAB. SUKABUMI,461,,1514328911
241390105,1637904014,verynoiss,Noiss,KOTA BEKASI,3,c373e32f6abfe1b5eb634443205c635d,1585906723
389923219,1637826639,pega1108,eo8hmstb4x,KAB. KUNINGAN,29,,1613699200
325249500,1638070065,titisunaryati31,titisunaryati31,KAB. BEKASI,12,4e8be118302d4bf7784641cbd44d90eb,1603176391
10947448,1637383723,nuruldwiputriaziz,DieNZi Store,KOTA CIREBON,232,df996366c5a46eb82bcb5259d797c6ee,1476197905
139402613,1638076064,fanrahmah1213,fanrahmah1213,KAB. WONOSOBO,178,fd2dd896a04eaf9c4c94b55b9b56e1c5,1554958609
197681564,1637434919,arysirawan6,ArysIrawan6,KAB. TANGERANG,107,35e489454e8d88f8678bae387e649c04,1573391114
518521872,1638026048,rima.febriani15,dfyyhp4vxk,KOTA BANDUNG,12,,1629691563
198432044,1637896921,anaafitriiana,anaafitriiana,KOTA PALANGKA RAYA,72,71b66193d107dbfdcfcc074624a424c6,1573467359
8007849,1637315579,anggijulia,anggijulia,KOTA JAKARTA TIMUR,194,0ac7c809be80441e932bdc8b7ea894fe,1468902703
87544718,1637983933,bandiyahsriaprillia,bandiyahsriaprillia,KOTA BANDUNG,128,ebbd3f0fc3efbc711202d8e427dfc413,1535848116
53909575,1637639808,yusnaini56,Yusnaini56,KOTA PALEMBANG,129,,1516872244
66101661,1637575699,ayuriza2013,Ayunyaharno,KAB. SLEMAN,184,4b54425ad2a1d122ec09be3f023eba36,1524307096
89539980,1637914315,minmin73,minmin73,KOTA BANDUNG,36,b28027253746afa3d8dbadc5abeef945,1536500977
318991240,1637852406,azmiptr73,azmiptr73,KAB. BOGOR,167,f0f13bbf7b23f270b8f6001049c3a83e,1602018133
16563303,1637139747,koeswahyuni,koeswahyuni,KAB. SIDOARJO,8,,1487024570
65641233,1636990201,siciltj,siciltj,KOTA JAKARTA BARAT,44,,1524043623
7225015,1637732832,trianyayu25,trianyayu25,KOTA BEKASI,4,b1b06699aa7072d6359327e5d14a222c,1466771009
135966381,1637690312,aldetaoktaviy_,aldetaoktaviy_,KOTA JAKARTA TIMUR,31,77ad1fdeca609ec0274019058189e062,1553619174
51076184,1637659212,mamayshalihah,mamayshalihah,KOTA JAKARTA BARAT,216,b95aa3df5980e7a52392cc9f9453d088,1515118850
319854826,1637399098,auliasenjadwiputri,auliasenjadwiputri,KOTA BANDAR LAMPUNG,0,c86b44c216a4c93f6edd8a02d2648ed7,1602177094
75380869,1637913591,oktaviyani21,oktaviyani21,KOTA BEKASI,71,fbbe569ffa58eaa9b1c4cf5afd5c3b99,1529424909
56504430,1638069729,siskaann,siskaann,KAB. CIANJUR,112,e7ba03f5b04a921de05ff834e93aec75,1518450016
141513247,1637712452,karinia08,karinia08,KAB. BEKASI,103,aad5175ef3f10512a0834682bd474286,1555902484
206725794,1637996209,koibit013,koibit013,KOTA PANGKAL PINANG,214,47a74dff67ae83600f2b0c5fa806a15f,1575690720
286051541,1637391491,mama_queen_manik,62x6ao3blx,KAB. BEKASI,20,,1594948517
314875900,1637679448,1999andika,1999andika,KOTA PEKANBARU,21,332fa5b5aae78ff120fdf81c37c7cce5,1601154984
219588894,1637029370,roshifatun,roshifatun,KOTA CIMAHI,56,bf22875276beb6139310c111bcd9f92e,1579085123
135252024,1636786058,anggiaridz,Anggiaridz,KAB. BANDUNG,81,24c227a6579e2c933a4ed1dd44ceee74,1553337737
144574115,1637571254,setiajayamotor31,Setiajayamotor31,KOTA PANGKAL PINANG,49,accc2b7b49af4836bde18f8c03f032e7,1556978060
20859283,1637317635,ivandri.saputra,ivandri.saputra,KOTA JAKARTA SELATAN,4,,1492905236
94332808,1637922941,annisa050101,annisa050101,KOTA TANGERANG,10,4e3fc3bca218eee26de943c4b74ed256,1538643458
8647537,1637234246,sulis85,Sulis85,KOTA TANJUNG PINANG,66,481148b99215ceeab46ce2207e617384,1470485570
40460500,1637703549,finda_bie,finda_bie,KOTA JAKARTA TIMUR,9,d7a66cc93ea6aa2778b093291d380d77,1509071460
385294227,1637833575,srinopiyanti25,srinopiyanti25,KOTA BENGKULU,58,da3920fbcdc1cbfa26c5642514789103,1612795130
22494341,1637409640,biplus.id,Biplus.id,KOTA SURABAYA,101,df710104956fa058c0bc57b0af7cdec8,1494832793
59336593,1637406516,theresyair,Theresyair,KAB. BOGOR,649,73b9f468f7e4dcad435d290e0e4bb7cb,1520252587
6457974,1638077655,adhwaalifiaa,adhwaalifiaa,KOTA BEKASI,356,ab336fe6c03c2730b6f0743936f3f643,1465127996
120937199,1637152536,yuyunastut,yuyunastut,KAB. BEKASI,69,d008b29aaa3b0df116a71e4abc78ed6b,1547696091
22848219,1638005289,khalizhaaf,khalizhaaf,KOTA BEKASI,148,1c471779dd6b41d6f4f9f9a602c40615,1495197977
24845059,1637244418,zshujie,zshujie,KOTA BATAM,0,57d900d24cdd367ae70e506331c65cda,1496935488
162684378,1637245147,saintalie,saintalie,KOTA MEDAN,75,ed567d08defbe92757e8aec6dc5538f5,1563042909
22580115,1637226839,dwilestari240899,dwilestari240899,KOTA TANGERANG SELATAN,15,c07caaf5387d61de0d90b630d11f4406,1494922517
266056586,1637578050,adwinaalya,adwinaalya,KOTA JAKARTA SELATAN,22,9bf2603be51fa2c9a8c099a4e65b5fb5,1590318431
52451130,1637709419,agisthalian,Dorokdokuh,KAB. GARUT,48,5a6bab105829fcfa163a7fa21905b86c,1515985525
243976660,1638009911,nahdaaaaa02,nahdaaaaa02,KAB. SUBANG,31,050e12bfd347333f4a08290c79874a4f,1586609069
102619322,1637472439,yuniarinsi,Arinsi Colors,KOTA JAKARTA SELATAN,44,170b02231cad8203aaaaaf3c6730a83d,1541741443
156066534,1637896814,febyaudina04,febyaudina04,KAB. BOGOR,48,059b659d4af2a4f88baf75dd3904e2ec,1560767975
106195299,1637246014,vitofirmansyahputra,vitofirmansyahputra,KOTA JAMBI,31,a695ab5ede85ce5a0824842199f6d2fe,1542633825
52077813,1638083549,ainurfauziyah19,ainurfauziyah19,KAB. MAJALENGKA,164,268398c98fde825adea6bf42c9fbbea7,1515740435
121202121,1638019939,betypelangi,betypelangi,KAB. CIREBON,167,47e9c3934ae2a29589d56a39b340f4bc,1547800164
287883269,1637970799,mettasriwidiani,mettasriwidiani,KAB. KARAWANG,1,9d7ec79b28fb82e0d829ab2d52fdfc50,1595397119
268197622,1637998898,rikaputr_1673,rikaputr_1673,KAB. LIMA PULUH KOTO/KOTA,229,2cf80b5686a115332144d1cefafd457b,1590764285
4287552,1637672931,salsa000,salsa000,KOTA MAKASSAR,250,d39ccf423023e9896f19afa9fb0feb57,1459084020
115468614,1637149641,yadiisupriyadiie,yadiisupriyadiie,KOTA SERANG,87,886f8567916eba6dd6e10757397be83a,1545249497
162776891,1638011453,nura.ummi.aisyah,Nura.Ummi.Aisyah,KAB. ACEH BESAR,553,565d9bdf307f643c70351e29d3d3fed4,1563085468
242065791,1638015593,tarisaparamita,tarisaparamita,KAB. TANGERANG,93,28f3cdbdfbc3714b4a512100523182ad,1586090937
28482174,1637039180,novieruth,novieruth,KOTA JAKARTA UTARA,83,302663e7cc35cdd4364c9baab9c29668,1500732792
326378971,1637245427,fitrinursanty,fitrinursanty,KOTA JAKARTA BARAT,207,0d6855a5f32cf004c17f64b6771c4f4d,1603381799
41568177,1637674000,dhitaalthfs,MyDiza.id,KAB. TANGERANG,195,b5020a997465f63f86b88eaeeca9aa66,1509782457
325423931,1637892435,y1f6r6_20ar4wgz9p3v8w9ysb9y3,y1f6r6_20ar4wgz9p3v8w9ysb9y3,KOTA TANGERANG SELATAN,12,,1603202608
62749230,1637752635,nafalfia,nafalfia,KOTA JAKARTA SELATAN,98,765bacfa782133105e56c0b154484078,1522247660
262984876,1637750451,vantaeram,vantaeram,KOTA BEKASI,2,a618208f5a598d0fdd7d023388ede634,1589624641
420663837,1637312420,sodi_kindari,aspk5k11y9,KOTA DENPASAR,17,,1618055321
11881639,1637142590,ayuadyraa,Ayuadyraa,KAB. OGAN KOMERING ULU TIMUR,60,da37a187f1e118d813916867d0b4a2ef,1478186031
233913415,1637210715,rachelmuja06,rachelmuja06,KOTA BANJARMASIN,182,be7abfeee3507c826b7c2f3f9d37b7b5,1583560205
308595559,1637921923,suyanto263,suyanto263,KAB. TANGERANG,27,9d10f6df427908232d01c48396126375,1599835562
17737184,1637302812,meliinovitasari,meliinovitasari,KOTA JAKARTA SELATAN,560,b12c98fec3f9eaeee069ab3382fcf0a5,1488904970
432316966,1637841349,karlinabarus,karlinabarus,KOTA SEMARANG,51,eb2c15facd4a58035e4e31d6d2e34359,1619594242
219632531,1638059137,ayundafowz151199,AyundaFowz151199,KOTA BONTANG,338,7a0302d4eb1a05715ac0345d47c08fe5,1579094306
69100999,1637591262,riniyln,riniyln,KAB. TANGERANG,54,f376e3fb04e5bfbea6b761c17300874d,1526065437
77561612,1637982602,amarilanurulf,Amarilanurulf,KOTA TASIKMALAYA,66,d202ba03d5f31c7d4cb733d4a6942b08,1530689500
299390705,1637903237,am3lvouyc6,am3lvouyc6,KOTA JAKARTA TIMUR,9,,1597995672
24438715,1637369808,aannissa,aannissa,KOTA JAKARTA SELATAN,13,7095ff685944fb4a96f9ec0e87c3fa00,1496652082
120457201,1637604041,tiwikagustini,tiwikagustini,KOTA JAKARTA BARAT,93,,1547481711
206801801,1637661172,niamadya18,niamadya18,KAB. SOLOK,73,,1575704372
336989732,1636457389,ulfhanurkhaliza1717,ulfhanurkhaliza1717,KOTA MEDAN,194,8a97c650a83876264f3ce881d349a8c8,1605090519
222992272,1637842552,baiqdewianggraini,baiqdewianggraini,KOTA DENPASAR,112,a42d21e66f12836dc97850ba725d66d3,1580251953
7527142,1637943340,evelyn93,Evelyn93,KOTA JAKARTA TIMUR,28,19fa853150a3ebedd573fad984335b37,1467621116
218703719,1637838684,ftrraditas,PAKAIYEAH,KOTA BANDUNG,39,bc26e3dfdc986049e52e89ae08ef3fa8,1578818036
77531766,1637726148,hennyzhuo,hennyzhuo,KOTA JAKARTA BARAT,107,05cf9a7155882340aaac21b660665079,1530677991
218543629,1638015307,valentnicholas,valentnicholas,KOTA BEKASI,48,02adf433d878c79caa382378579baee4,1578758387
93223335,1637489396,mirnameii,mirnameii,KAB. BEKASI,19,6578ab1e371fd6063ab765f8167e6287,1538139161
19698854,1636689246,anassiregar85,bundaKanesh,KOTA TANGERANG,661,afb250d6c50eeea78b6df21eb91dd5f7,1491377006
19714263,1637211725,dheannabell13,dheannabell13,KOTA PALU,118,7d6127cfb8040a6398da72f5e6756938,1491391403
276979077,1637722111,sejahteraplasindo,sejahteraplasindo,KAB. DELI SERDANG,1,df1304f9ea1350a58e39bcce8077fc5c,1592808217
368706668,1637937480,hesti1119,hesti1119,KAB. TANJUNG JABUNG TIMUR,39,687c992f0ed5bdec729fbed05db21b0c,1609908144
252022446,1637633706,ciendiseptiana,CiendiSeptiana,KAB. MUSI BANYUASIN,212,67a8b1f9a8f4923a9d900a194c4664da,1587363357
322115834,1637986835,kenziebr.24,New Toserba,KOTA TANGERANG SELATAN,10,039f76710c8cca2e0dfc091611021321,1602563580
323652951,1637812165,andini_mega,60g2f3f3w4xa678bysekl05a6d9w,KAB. BANDUNG,72,93de695d61b04c2c058ec7372955f411,1602854783
275765088,1637597459,sshofi24,vjvq3b9kzh,KOTA JAMBI,51,0f92868c6cd583041ef3d4f285c433bb,1592485060
137098823,1638032852,indah_wahyuningsih03,Indah_wahyuningsih03,KOTA DEPOK,78,,1554037445
221189365,1638083916,sianeind,sianeind,KAB. TANGERANG,545,64a108b2a42b828fecae286d207eec8e,1579595177
600576394,1637899511,yulisihombing285,yulisihombing285,KOTA BENGKULU,1,,1637638761
194100736,1637414452,mutiara071204,mutiara071204,KOTA BEKASI,57,a6958a79b06712327cc095e10f00572e,1572621477
239110474,1637804135,munawrh02,munawrh02,KOTA BANJARMASIN,18,431627da3bec23fca95c6372e66ad195,1585200153
350157756,1637835687,ayu_amelisanita,zko4umj6hd,KOTA SEMARANG,11,,1607079735
123288924,1637793549,nayyandrn,nayyandrn,KAB. BOGOR,51,937b828ed95e909bc180b1d1c128c6ee,1548687746
66112955,1637637160,shaumel,prelovedbymelsh,KOTA DEPOK,30,ec63f0423a8f5fddc6dea40450334de4,1524312435
198461376,1637998227,anggraenipspita12,anggraenipspita12,KOTA JAMBI,6,,1573469590
276714579,1637221026,yanue_01.,wiucqr757j,KOTA JAKARTA SELATAN,2,,1592737197
376631967,1637225611,rilaerila,gx7wia5po7,KOTA SERANG,137,895d1a5dc7e4a15ead2278beee80a8d5,1611239341
340965287,1637947071,yenicaaaaaa,yenicaaaaaa,KOTA PALANGKA RAYA,75,e862b32d5c8213cf1d63032aa4891e74,1605694072
55941198,1637400897,andihardali,AndiHardali,KOTA MAKASSAR,50,b4fddb58bb2e87f1e7881df2437ea683,1518083693
76333092,1637810701,ummu_afiqa,ummu_afiqa,KOTA BANDAR LAMPUNG,147,,1529987110
270660650,1637909483,renu_ku21,jxibymdfyh,KOTA TANGERANG,72,,1591321224
354544228,1638064886,phibouquet,Psi Bouquet,KOTA JAKARTA TIMUR,19,a476db445dac8618314552154b3959db,1607696905
112263566,1637412949,varadita_ty,varadita_ty,KAB. BANYUWANGI,86,5d3310247e4e54bb998602a117c64583,1544361307
172844026,1637931579,abdansy1,abdansy1,KAB. BATANG,13,,1566700301
109670951,1638071824,katricesca,katricesca,KOTA JAKARTA BARAT,265,,1543495036
50354318,1637764590,jihanitalestari,jihanitalestari,KOTA JAKARTA SELATAN,82,fa040e8d9606968a26ce436b0e1f2e7d,1514617535
314871097,1637645930,wahyutia22,wahyutia22,KOTA PONTIANAK,15,28218c67e8f880abadae78c991e1f449,1601151122
490885095,1637922983,milha0909,1sqw3_elpp,KAB. GOWA,3,176e30a63b6662065bf9366bef61c6e2,1626430194
131265695,1637237209,fitatn,Fita's,KOTA JAKARTA SELATAN,10,b5620d53b5944b3436d2e6adb01fb91e,1551793194
60399846,1637589137,rizkiaisan_,rizkiaisan_,KAB. SLEMAN,9,2fcca6e500ead57493778013f4c2864e,1520881525
110206411,1637237265,ekayuandriani16,ekayuandriani16,KOTA MEDAN,157,a9233604b84813ccd745a5de0689f727,1543685207
66633686,1638078418,alfansan_,alfansan_,KOTA JAKARTA TIMUR,133,d19554be8d395f03b36c5f7377b97a47,1524623057
180838324,1637555867,wulanakbar_,Wulanakbar_,KOTA JAKARTA SELATAN,26,70a5fb610f24ca81812824fb3a5d4ee4,1568901140
27682625,1637068575,setyowati.ika,setyowati.ika,KOTA JAKARTA BARAT,6,,1499946028
3513976,1637149100,zukhriadnafirza,zukhriadnafirza,KAB. KEDIRI,64,,1456130401
159805689,1636163377,tyas49_,tyas49_,KAB. BOGOR,61,8f9074f0cca4a844930e3295e3b37eb3,1562125111
60987153,1636973391,nurfadilalya,nurfadilalya,KAB. SERANG,129,a057af407077d552d46ddc0181d6b4dd,1521236355
149006562,1637459959,arfankhalid,arfankhalid,KAB. SUBANG,58,69c83cab199bc6a1d9a9b76fb8cd4270,1558357013
129784267,1637432477,kartikaopitaja,kartikaopitaja,KOTA BOGOR,255,c31c953edc777dd57baec4aa3051ed20,1551273839
13626340,1637810402,drachma30,drachma30,KAB. BEKASI,255,,1481426016
58988130,1637204742,maica245,zeevyne_kitchen245,KAB. BOGOR,526,de0cb3b40c27b1fcd89c71856f84df21,1520056783
179066296,1637282248,liaaaa6,liaaaa6,KAB. BANYUMAS,87,,1568362306
264213700,1637761842,suharti10.harti,0z2ah15g4j,KAB. BEKASI,107,7fd56f55fae929691dfa4ed5b09a236c,1589884212
64331774,1637739137,lanny108,lanny108,KAB. BEKASI,27,,1523245979
12293137,1637121906,aldonnasj,aldonnasj,KOTA MANADO,44,0e39c4493c77d110a4b271b8f0f8c63d,1478971780
34633199,1638083016,achie_ariyanti,Chrisant_shop,KOTA SEMARANG,59,d4e624fe1e5f88f6f10a7ea61771d63c,1505271903
61958532,1636782085,anastasyamelanie,anastasyamelanie,KOTA SEMARANG,193,8cd4bea83274ce427b294617bb03cbd9,1521801636
73209984,1637541127,yiyid.sayyidah,yiyid.sayyidah,KOTA BANDUNG,72,,1528162718
77662978,1637730303,cindyprasanti,cindyprasanti,KAB. PURWAKARTA,35,6adfc35365f28980b56a2f4643dca93a,1530752579
15094168,1637965240,endangwahyuni25,endangwahyuni25,KOTA BANDAR LAMPUNG,102,0d8c9b28f42885347c442ca2eb789f64,1484282560
88780765,1637746755,twingki,twingki,KAB. NGAWI,30,71ebb22c76f579df40b0536af824ecbb,1536335462
2540116,1637901350,widiyantipl,WidiyantiPL,KOTA TANGERANG,31,,1451657824
140888521,1638017630,aldoprasetia15,aldoprasetia15,KOTA BANDUNG,245,,1555603527
24893480,1637322093,tiurmarosdiana,tiurmarosdiana,KOTA MEDAN,963,25aa8421e5265e36339a1a9dc18fbdb3,1496982757
28799359,1637064965,carol.manalu,carol.manalu,KAB. BEKASI,5,54aba7f80254b20c121296682ee9f444,1501055291
330580916,1637646242,sepri1509,u94hlxcy52jaoo11hzjpq22w967b,KOTA PALU,199,e82b4a6bbc9021fd77ab7e96b7c76fc1,1604172303
233763106,1637295794,friend.stationaries,friend.stationaries,KAB. NGANJUK,32,780aca3728e4b23fd4774e26779e7f3d,1583501258
66399227,1637542014,erwati93,erwati93,KOTA BEKASI,22,8da6501b4f9b6ef8dd6ffce76132196a,1524479823
241688591,1637972423,dewisanderr,DewiSanderr,KAB. TANGERANG,1,5f072708edde68e295ab3ab583c97c1c,1585986926
3612141,1637133186,choudis23,choudis23,KOTA JAKARTA SELATAN,232,1aae95b083bd4f6662433ef2b5c52916,1456468848
86925990,1636952174,karinaulfah90,karinaulfah90,KOTA JAKARTA SELATAN,25,4035f8f1f0bee1800f4a22c536c79979,1535593722
75184034,1638002681,nengsiskaapriliani16,nengsiskaapriliani16,KAB. GARUT,163,14968cb6b7396d2c3e3af75a07c516ac,1529316436
76582586,1637738569,caeciliajeng,caeciliajeng,KAB. SLEMAN,1,,1530116020
113686506,1637734224,novitasari_051196,novitasari_051196,KAB. BANDUNG,226,b2c9974aaaab56d5a5f5ef5a2986b2d0,1544619841
136317869,1638000509,mayairwanda22,mayairwanda22,KOTA JAKARTA PUSAT,154,,1553757102
15479655,1637809020,ochinrosa,ochinrosa,KOTA BOGOR,114,2b2a7f188904dc946937fd1cddbf693a,1484987628
72849355,1638012962,lentinasitinjak,lentinasitinjak,KOTA JAKARTA BARAT,8,6d254bfcee08a4493a2330f75e4f34c3,1527991064
366299753,1637627923,safalabel,e46ltet6gq,KAB. SUBANG,252,0f8f177478d3e1ba9dccf451d4028219,1609478554
